,algorithm,run_id,age,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
199,Exp. Grad. DP,7,young,50,0.42,0.56,0.4827586206896552,0.6666666666666666,0.3333333333333333,0.5172413793103449
224,Exp. Grad. DP,8,aged,262,0.5152671755725191,0.5076335877862596,0.515625,0.4857142857142857,0.5142857142857142,0.484375
225,Exp. Grad. DP,8,young,38,0.5,0.5,0.5,0.5,0.5,0.5
250,Exp. Grad. DP,9,aged,254,0.5826771653543307,0.6811023622047244,0.6892655367231638,0.6623376623376623,0.33766233766233766,0.3107344632768362
251,Exp. Grad. DP,9,young,46,0.7391304347826086,0.717391304347826,0.8181818181818182,0.46153846153846156,0.5384615384615384,0.18181818181818182
18,Exp. Grad. EO,0,aged,250,0.696,0.688,0.7666666666666667,0.4857142857142857,0.5142857142857142,0.23333333333333334
19,Exp. Grad. EO,0,young,50,0.68,0.6,0.7333333333333333,0.4,0.6,0.26666666666666666
44,Exp. Grad. EO,1,aged,250,0.872,0.64,0.8595505617977528,0.09722222222222222,0.9027777777777778,0.1404494382022472
45,Exp. Grad. EO,1,young,50,0.82,0.58,0.8125,0.16666666666666666,0.8333333333333334,0.1875
70,Exp. Grad. EO,2,aged,248,0.6733870967741935,0.7903225806451613,0.8212290502793296,0.7101449275362319,0.2898550724637681,0.1787709497206704
71,Exp. Grad. EO,2,young,52,0.6730769230769231,0.6153846153846154,0.7419354838709677,0.42857142857142855,0.5714285714285714,0.25806451612903225
96,Exp. Grad. EO,3,aged,247,0.6963562753036437,0.6437246963562753,0.7359550561797753,0.4057971014492754,0.5942028985507246,0.2640449438202247
97,Exp. Grad. EO,3,young,53,0.7358490566037735,0.5660377358490566,0.75,0.2857142857142857,0.7142857142857143,0.25
122,Exp. Grad. EO,4,aged,254,0.7165354330708661,0.5984251968503937,0.717391304347826,0.2857142857142857,0.7142857142857143,0.2826086956521739
123,Exp. Grad. EO,4,young,46,0.7608695652173914,0.5869565217391305,0.8076923076923077,0.3,0.7,0.19230769230769232
148,Exp. Grad. EO,5,aged,259,0.6988416988416989,0.7104247104247104,0.7912087912087912,0.5194805194805194,0.4805194805194805,0.2087912087912088
149,Exp. Grad. EO,5,young,41,0.6829268292682927,0.5609756097560976,0.6785714285714286,0.3076923076923077,0.6923076923076923,0.32142857142857145
174,Exp. Grad. EO,6,aged,258,0.6744186046511628,0.7015503875968992,0.7593582887700535,0.5492957746478874,0.4507042253521127,0.24064171122994651
175,Exp. Grad. EO,6,young,42,0.6666666666666666,0.5952380952380952,0.7391304347826086,0.42105263157894735,0.5789473684210527,0.2608695652173913
200,Exp. Grad. EO,7,aged,250,0.604,0.52,0.585635359116022,0.34782608695652173,0.6521739130434783,0.4143646408839779
201,Exp. Grad. EO,7,young,50,0.56,0.5,0.5517241379310345,0.42857142857142855,0.5714285714285714,0.4482758620689655
226,Exp. Grad. EO,8,aged,262,0.8854961832061069,0.6793893129770993,0.8854166666666666,0.11428571428571428,0.8857142857142857,0.11458333333333333
227,Exp. Grad. EO,8,young,38,0.8157894736842105,0.5,0.8333333333333334,0.2,0.8,0.16666666666666666
252,Exp. Grad. EO,9,aged,254,0.8661417322834646,0.6889763779527559,0.8983050847457628,0.2077922077922078,0.7922077922077922,0.1016949152542373
253,Exp. Grad. EO,9,young,46,0.8913043478260869,0.7391304347826086,0.9393939393939394,0.23076923076923078,0.7692307692307693,0.06060606060606061
12,Grid Search DP,0,aged,250,0.568,0.68,0.6722222222222223,0.7,0.3,0.3277777777777778
13,Grid Search DP,0,young,50,0.6,0.56,0.6333333333333333,0.45,0.55,0.36666666666666664
38,Grid Search DP,1,aged,250,0.132,0.38,0.15730337078651685,0.9305555555555556,0.06944444444444445,0.8426966292134831
39,Grid Search DP,1,young,50,0.2,0.44,0.21875,0.8333333333333334,0.16666666666666666,0.78125
64,Grid Search DP,2,aged,248,0.6451612903225806,0.7862903225806451,0.7988826815642458,0.7536231884057971,0.2463768115942029,0.2011173184357542
65,Grid Search DP,2,young,52,0.6538461538461539,0.6346153846153846,0.7419354838709677,0.47619047619047616,0.5238095238095238,0.25806451612903225
90,Grid Search DP,3,aged,247,0.582995951417004,0.6518218623481782,0.6629213483146067,0.6231884057971014,0.37681159420289856,0.33707865168539325
91,Grid Search DP,3,young,53,0.6226415094339622,0.6037735849056604,0.6875,0.47619047619047616,0.5238095238095238,0.3125
116,Grid Search DP,4,aged,254,0.2204724409448819,0.4251968503937008,0.2554347826086957,0.8714285714285714,0.12857142857142856,0.7445652173913043
117,Grid Search DP,4,young,46,0.2826086956521739,0.5869565217391305,0.38461538461538464,0.85,0.15,0.6153846153846154
142,Grid Search DP,5,aged,259,0.5482625482625483,0.6756756756756757,0.6593406593406593,0.7142857142857143,0.2857142857142857,0.34065934065934067
143,Grid Search DP,5,young,41,0.34146341463414637,0.6585365853658537,0.5,1.0,0.0,0.5
168,Grid Search DP,6,aged,258,0.6511627906976745,0.7015503875968992,0.7433155080213903,0.5915492957746479,0.4084507042253521,0.25668449197860965
169,Grid Search DP,6,young,42,0.5238095238095238,0.6428571428571429,0.6521739130434783,0.631578947368421,0.3684210526315789,0.34782608695652173
194,Grid Search DP,7,aged,250,0.5,0.656,0.6077348066298343,0.782608695652174,0.21739130434782608,0.39226519337016574
195,Grid Search DP,7,young,50,0.18,0.6,0.3103448275862069,1.0,0.0,0.6896551724137931
220,Grid Search DP,8,aged,262,0.14122137404580154,0.38549618320610685,0.17708333333333334,0.9571428571428572,0.04285714285714286,0.8229166666666666
221,Grid Search DP,8,young,38,0.23684210526315788,0.6052631578947368,0.3333333333333333,0.85,0.15,0.6666666666666666
246,Grid Search DP,9,aged,254,0.5787401574803149,0.7007874015748031,0.7005649717514124,0.7012987012987013,0.2987012987012987,0.2994350282485876
247,Grid Search DP,9,young,46,0.6956521739130435,0.7608695652173914,0.8181818181818182,0.6153846153846154,0.38461538461538464,0.18181818181818182
14,Grid Search EO,0,aged,250,0.588,0.708,0.7055555555555556,0.7142857142857143,0.2857142857142857,0.29444444444444445
15,Grid Search EO,0,young,50,0.56,0.56,0.6,0.5,0.5,0.4
40,Grid Search EO,1,aged,250,0.104,0.368,0.12921348314606743,0.9583333333333334,0.041666666666666664,0.8707865168539326
41,Grid Search EO,1,young,50,0.18,0.46,0.21875,0.8888888888888888,0.1111111111111111,0.78125
66,Grid Search EO,2,aged,248,0.6330645161290323,0.75,0.7653631284916201,0.7101449275362319,0.2898550724637681,0.2346368715083799
67,Grid Search EO,2,young,52,0.5,0.7115384615384616,0.6774193548387096,0.7619047619047619,0.23809523809523808,0.3225806451612903
