,algorithm,run_id,sex,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
17,Exp. Grad. DP,0,Male,6537,0.7443781551170262,0.46152669420223347,0.8378514056224899,0.29658965896589656,0.7034103410341034,0.16214859437751003
42,Exp. Grad. DP,1,Female,3232,0.7388613861386139,0.338490099009901,0.861271676300578,0.2758142758142758,0.7241857241857241,0.13872832369942195
43,Exp. Grad. DP,1,Male,6537,0.7451430319718525,0.46137371883126815,0.838855421686747,0.29592959295929594,0.7040704070407041,0.16114457831325302
68,Exp. Grad. DP,2,Female,3232,0.7370049504950495,0.33910891089108913,0.8554913294797688,0.2772002772002772,0.7227997227997228,0.14450867052023122
69,Exp. Grad. DP,2,Male,6537,0.7393299678751721,0.4625975217989904,0.8313253012048193,0.300990099009901,0.699009900990099,0.1686746987951807
94,Exp. Grad. DP,3,Female,3232,0.7339108910891089,0.3465346534653465,0.8757225433526011,0.2830907830907831,0.7169092169092169,0.12427745664739884
95,Exp. Grad. DP,3,Male,6537,0.748202539391158,0.45892611289582375,0.839859437751004,0.291969196919692,0.7080308030803081,0.16014056224899598
120,Exp. Grad. DP,4,Female,3232,0.739480198019802,0.34034653465346537,0.8728323699421965,0.2765072765072765,0.7234927234927235,0.12716763005780346
121,Exp. Grad. DP,4,Male,6537,0.742083524552547,0.4656570292182959,0.8408634538152611,0.3012101210121012,0.6987898789878988,0.15913654618473896
146,Exp. Grad. DP,5,Female,3232,0.7305074257425742,0.34251237623762376,0.8410404624277457,0.28274428274428276,0.7172557172557172,0.15895953757225434
147,Exp. Grad. DP,5,Male,6537,0.7449900566008872,0.45663148233134465,0.8308232931726908,0.29262926292629265,0.7073707370737073,0.16917670682730923
172,Exp. Grad. DP,6,Female,3232,0.7388613861386139,0.34467821782178215,0.8901734104046243,0.27927927927927926,0.7207207207207207,0.10982658959537572
173,Exp. Grad. DP,6,Male,6537,0.7410126969557901,0.4648921523634695,0.8378514056224899,0.30143014301430143,0.6985698569856986,0.16214859437751003
